route_id,step_id,smiles,meta
260,5,[CH2:42]([O:41][P:40]([O:44][CH2:45][CH3:46])([CH2:24][S:21](=[O:22])(=[O:23])[CH2:20][S:17](=[O:18])(=[O:19])[CH:16]=[CH:15][c:10]1[c:9]([O:8][CH2:7][c:6]2[cH:1][cH:2][cH:3][cH:4][cH:5]2)[cH:14][cH:13][cH:12][cH:11]1)=[O:47])[CH3:43].[cH:35]1[cH:36][cH:37][cH:38][cH:39][c:34]1[CH2:33][O:32][c:31]2[c:26]([CH:25]=[O:48])[cH:27][cH:28][cH:29][cH:30]2>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH2:7][O:8][c:9]2[c:10]([cH:11][cH:12][cH:13][cH:14]2)[CH:15]=[CH:16][S:17](=[O:18])(=[O:19])[CH2:20][S:21](=[O:22])(=[O:23])[CH:24]=[CH:25][c:26]3[cH:27][cH:28][cH:29][cH:30][c:31]3[O:32][CH2:33][c:34]4[cH:35][cH:36][cH:37][cH:38][cH:39]4,
261,0,[CH3:66][CH2:65][O:57][P:50]([O:51][CH2:52][CH3:53])[O:54][CH2:55][CH3:56].[Cl:67][CH2:16][S:17][CH2:20][S:21][CH3:24]>>[CH3:56][CH2:55][O:54][P:50]([O:51][CH2:52][CH3:53])([CH2:16][S:17][CH2:20][S:21][CH3:24])=[O:57].[CH3:65][CH3:66].[ClH:67],
261,1,[CH3:56][CH2:55][O:54][P:50]([O:51][CH2:52][CH3:53])([CH2:16][S:17][CH2:20][S:21][CH3:24])=[O:57].[S:62]([O:63][OH:22])(=[O:23])[O-:64]>>[CH3:56][CH2:55][O:54][P:50]([O:51][CH2:52][CH3:53])(=[O:57])[CH2:16][S:17][CH2:20][S:21](=[O:22])(=[O:23])[CH3:24].[S:62]([OH:63])[O-:64],
261,2,[CH3:56][CH2:55][O:54][P:50]([O:51][CH2:52][CH3:53])(=[O:57])[CH2:16][S:17][CH2:20][S:21](=[O:22])(=[O:23])[CH3:24].[S:59]([O:60][OH:19])(=[O:18])[O-:61]>>[CH3:53][CH2:52][O:51][P:50]([O:54][CH2:55][CH3:56])([CH2:16][S:17](=[O:18])(=[O:19])[CH2:20][S:21](=[O:22])(=[O:23])[CH3:24])=[O:57].[S:59]([OH:60])[O-:61],
261,3,[CH3:53][CH2:52][O:51][P:50]([O:54][CH2:55][CH3:56])([CH2:16][S:17](=[O:18])(=[O:19])[CH2:20][S:21](=[O:22])(=[O:23])[CH3:24])=[O:57].[c:1]1[c:2][c:3][c:4][c:5][c:6]1[CH2:7][O:8][c:9]2[c:10]([CH:15]=[O:58])[c:11][c:12][c:13][c:14]2>>[CH3:53][CH2:52][O:51][PH:50]([O:54][CH2:55][CH3:56])=[O:57].[OH2:58].[c:1]1[c:2][c:3][c:4][c:5][c:6]1[CH2:7][O:8][c:9]2[c:14][c:13][c:12][c:11][c:10]2[CH:15]=[CH:16][S:17](=[O:18])(=[O:19])[CH2:20][S:21](=[O:22])(=[O:23])[CH3:24],
261,4,[CH2:42]([CH3:43])[O:41][P:40]([O:44][CH2:45][CH3:46])([Cl:49])=[O:47].[c:1]1[c:2][c:3][c:4][c:5][c:6]1[CH2:7][O:8][c:9]2[c:14][c:13][c:12][c:11][c:10]2[CH:15]=[CH:16][S:17](=[O:18])(=[O:19])[CH2:20][S:21](=[O:22])(=[O:23])[CH3:24]>>[CH2:42]([O:41][P:40]([O:44][CH2:45][CH3:46])([CH2:24][S:21](=[O:22])(=[O:23])[CH2:20][S:17](=[O:18])(=[O:19])[CH:16]=[CH:15][c:10]1[c:9]([O:8][CH2:7][c:6]2[c:1][c:2][c:3][c:4][c:5]2)[c:14][c:13][c:12][c:11]1)=[O:47])[CH3:43].[ClH:49],
261,5,[CH2:42]([O:41][P:40]([O:44][CH2:45][CH3:46])([CH2:24][S:21](=[O:22])(=[O:23])[CH2:20][S:17](=[O:18])(=[O:19])[CH:16]=[CH:15][c:10]1[c:9]([O:8][CH2:7][c:6]2[cH:1][cH:2][cH:3][cH:4][cH:5]2)[cH:14][cH:13][cH:12][cH:11]1)=[O:47])[CH3:43].[cH:35]1[cH:36][cH:37][cH:38][cH:39][c:34]1[CH2:33][O:32][c:31]2[c:26]([CH:25]=[O:48])[cH:27][cH:28][cH:29][cH:30]2>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH2:7][O:8][c:9]2[c:10]([cH:11][cH:12][cH:13][cH:14]2)[CH:15]=[CH:16][S:17](=[O:18])(=[O:19])[CH2:20][S:21](=[O:22])(=[O:23])[CH:24]=[CH:25][c:26]3[cH:27][cH:28][cH:29][cH:30][c:31]3[O:32][CH2:33][c:34]4[cH:35][cH:36][cH:37][cH:38][cH:39]4,
314,0,[O:18]=[S:17](=[O:19])([CH:16]=[CH2:15])[CH2:20][S:21](=[O:22])(=[O:23])[CH:24]=[CH2:25].[c:26]1([c:27][c:28][c:29][c:30][c:31]1[F:40])[Br:42]>>[BrH:42].[O:18]=[S:17](=[O:19])([CH2:20][S:21](=[O:22])(=[O:23])[CH:24]=[CH:25][c:26]1[c:27][c:28][c:29][c:30][c:31]1[F:40])[CH:16]=[CH2:15],
314,1,[O:18]=[S:17](=[O:19])([CH2:20][S:21](=[O:22])(=[O:23])[CH:24]=[CH:25][c:26]1[c:27][c:28][c:29][c:30][c:31]1[F:40])[CH:16]=[CH2:15].[c:1]1[c:2][c:3][c:4][c:5][c:6]1[CH2:7][O:8][c:9]2[c:10]([Br:41])[c:11][c:12][c:13][c:14]2>>[BrH:41].[c:2]1[c:1][c:6]([c:5][c:4][c:3]1)[CH2:7][O:8][c:9]2[c:10]([CH:15]=[CH:16][S:17](=[O:18])(=[O:19])[CH2:20][S:21](=[O:22])(=[O:23])[CH:24]=[CH:25][c:26]3[c:31]([F:40])[c:30][c:29][c:28][c:27]3)[c:11][c:12][c:13][c:14]2,
314,2,[cH:2]1[cH:1][c:6]([cH:5][cH:4][cH:3]1)[CH2:7][O:8][c:9]2[c:10]([CH:15]=[CH:16][S:17](=[O:18])(=[O:19])[CH2:20][S:21](=[O:22])(=[O:23])[CH:24]=[CH:25][c:26]3[c:31]([F:40])[cH:30][cH:29][cH:28][cH:27]3)[cH:11][cH:12][cH:13][cH:14]2.[cH:35]1[cH:36][cH:37][cH:38][cH:39][c:34]1[CH2:33][OH:32]>>[cH:1]1[cH:2][cH:3][cH:4][cH:5][c:6]1[CH2:7][O:8][c:9]2[c:10]([cH:11][cH:12][cH:13][cH:14]2)[CH:15]=[CH:16][S:17](=[O:18])(=[O:19])[CH2:20][S:21](=[O:22])(=[O:23])[CH:24]=[CH:25][c:26]3[cH:27][cH:28][cH:29][cH:30][c:31]3[O:32][CH2:33][c:34]4[cH:35][cH:36][cH:37][cH:38][cH:39]4,
